FerroElectric data
10/23/2019
12:21:58 AM

<data below>

0.000E+0	7.071E+0	7.071E+0	7.466E+0
1.000E+0	6.707E+0	1.500E+1	7.135E+0
2.000E+0	6.371E+0	1.515E+1	6.330E+0
3.000E+0	6.062E+0	1.636E+2	6.493E+0
4.000E+0	5.777E+0	0.000E+0	6.155E+0
5.000E+0	5.515E+0	0.000E+0	6.039E+0
6.000E+0	5.275E+0	0.000E+0	5.449E+0
7.000E+0	5.055E+0	0.000E+0	5.666E+0
8.000E+0	4.853E+0	0.000E+0	5.167E+0
9.000E+0	4.669E+0	0.000E+0	4.791E+0
1.000E+1	4.501E+0	0.000E+0	4.635E+0
1.100E+1	4.348E+0	0.000E+0	4.802E+0
1.200E+1	4.210E+0	0.000E+0	4.382E+0
1.300E+1	4.084E+0	0.000E+0	4.163E+0
1.400E+1	3.970E+0	0.000E+0	4.410E+0
1.500E+1	3.868E+0	0.000E+0	4.078E+0
1.600E+1	3.777E+0	0.000E+0	4.294E+0
1.700E+1	3.695E+0	0.000E+0	4.069E+0
1.800E+1	3.623E+0	0.000E+0	3.850E+0
1.900E+1	3.559E+0	0.000E+0	3.842E+0
2.000E+1	3.503E+0	0.000E+0	4.066E+0
2.100E+1	3.454E+0	0.000E+0	3.603E+0
2.200E+1	3.412E+0	0.000E+0	3.611E+0
2.300E+1	3.376E+0	0.000E+0	3.339E+0
2.400E+1	3.347E+0	0.000E+0	3.427E+0
2.500E+1	3.322E+0	0.000E+0	3.331E+0
2.600E+1	3.303E+0	0.000E+0	3.628E+0
2.700E+1	3.289E+0	0.000E+0	3.483E+0
2.800E+1	3.278E+0	0.000E+0	3.549E+0
2.900E+1	3.272E+0	0.000E+0	3.414E+0
3.000E+1	3.269E+0	0.000E+0	3.291E+0
3.100E+1	3.270E+0	0.000E+0	3.540E+0
3.200E+1	3.274E+0	0.000E+0	3.428E+0
3.300E+1	3.281E+0	0.000E+0	3.545E+0
3.400E+1	3.290E+0	0.000E+0	3.164E+0
3.500E+1	3.302E+0	0.000E+0	3.503E+0
3.600E+1	3.317E+0	0.000E+0	3.144E+0
3.700E+1	3.333E+0	0.000E+0	3.666E+0
3.800E+1	3.351E+0	0.000E+0	3.853E+0
3.900E+1	3.371E+0	0.000E+0	3.258E+0
4.000E+1	3.392E+0	0.000E+0	3.677E+0
4.100E+1	3.415E+0	0.000E+0	3.382E+0
4.200E+1	3.439E+0	0.000E+0	3.746E+0
4.300E+1	3.464E+0	0.000E+0	3.676E+0
4.400E+1	3.490E+0	0.000E+0	3.205E+0
4.500E+1	3.517E+0	0.000E+0	3.340E+0
4.600E+1	3.545E+0	0.000E+0	3.447E+0
4.700E+1	3.573E+0	0.000E+0	3.371E+0
4.800E+1	3.603E+0	0.000E+0	3.514E+0
4.900E+1	3.633E+0	0.000E+0	3.754E+0
5.000E+1	3.663E+0	0.000E+0	3.798E+0
5.100E+1	3.694E+0	0.000E+0	4.018E+0
5.200E+1	3.725E+0	0.000E+0	3.693E+0
5.300E+1	3.756E+0	0.000E+0	3.661E+0
